soru,cevap
Anayasa Mahkemesi üyelerinin nitelikleri ve nerelerden alınacakları hangi Anayasada belirtilmemiştir?,Anayasa Mahkemesi üyelerinin nitelikleri ve nerelerden alınacakları 1961 Anayasasında belirtilmemiştir.
Anayasa Mahkemesi üyeleri hangi görevleri kabul edemezler?,"Anayasa Mahkemesi üyeleri, aslî görevleri dışında resmî veya özel bir görev kabul edemezler."
Anayasa Mahkemesi üyelerinin tarafsızlıklarına neden şüphe getirilmemelidir?,"Anayasa Mahkemesi üyelerinin tarafsızlıklarına şüphe getirilmemesi, onların başka işle uğraşacak zamanlarının bulunmaması ve yalnızca aslî görevlerine odaklanmaları gerektiği içindir."
Üniversite öğretim üyelerinin Anayasa Mahkemesinde görev kabul etmeleri neden önemlidir?,"Üniversite öğretim üyelerinin Anayasa Mahkemesinde görev kabul etmeleri, uygulama ile doktrinin ve bilim gelişmelerinin beraber yürümesi açısından önemlidir."
Anayasa Mahkemesi kaç asıl ve kaç yedek üyeden oluşur?,Anayasa Mahkemesi onbir asıl ve dört yedek üyeden oluşur.
Anayasa Mahkemesi üyeliğine seçilebilmek için hangi şartlar gereklidir?,"Anayasa Mahkemesi üyeliğine seçilebilmek için kırk yaşını doldurmuş olmak, hukuk veya ilgili alanlarda yükseköğrenim görmüş olmak ve en az onbeş yıl öğretim üyeliği, kamu hizmeti veya avukatlık yapmış olmak şarttır."
Anayasa Mahkemesi Başkanı ve Başkanvekili nasıl seçilir?,"Anayasa Mahkemesi, asıl üyeleri arasından gizli oyla ve üye tamsayısının salt çoğunluğu ile dört yıl için bir Başkan ve bir Başkanvekili seçer."
Anayasa Mahkemesi üyeleri başka görev alabilir mi?,"Anayasa Mahkemesi üyeleri, aslî görevleri dışında resmî veya özel hiçbir görev alamazlar."
Anayasa Mahkemesi üyeliğine seçileceklerde aranan nitelikler nelerdir?,"Üst kademe yöneticileri ile yargı hizmetine uzun yıllar avukat olarak katılmış bulunanların, devlet yapısını ve organlarının işleyişini iyi bilmeleri ve uygulamanın içinde bulunmaları sebebiyle Anayasa Mahkemesi üyeliğine seçilmeleri uygun görülmüştür."
Org. Necdet Üruğ'un Millî Güvenlik Konseyi görüşmelerindeki eleştirisi nedir?,"Org. Necdet Üruğ, üst kademe yöneticilerinin seçilmesinde hukuka bağlı kalınmasının yanlış olduğunu, Cumhurbaşkanına tahsil durumuna bakmaksızın seçim yapma hakkı verilmesi gerektiğini belirtmiştir."
Anayasa Mahkemesi üyeliği için hangi yaş kriteri getirilmiştir?,Anayasa Mahkemesi asıl ve yedek üye olarak seçilebilmek için kırk yaşını doldurmuş olmak gerekmektedir.
Anayasa düzenlemelerinde hangi eğitim alanı önem taşıyor?,Hukuk tahsili ağırlığı önem taşıyor.
İktisadî ve Ticarî ilimler akademileri Anayasa düzenlemelerine dahil edilebilir mi?,"Hayır, iktisadî ve Ticarî ilimler akademileri Anayasa düzenlemelerine dahil edilemez."
Anayasa Mahkemesi üyeliği için tıp doktorları veya veterinerler seçilebilir mi?,"Hayır, Anayasa Mahkemesi üyeliği için tıp doktorları veya veterinerler seçilemez."
Anayasa Mahkemesi hangi tür kararları değerlendirir?,"Anayasa Mahkemesi, kanunların Anayasaya uygun olup olmadığını ve siyasî kararların idarî uygunluğunu değerlendirir."
Orgeneral Necdet Üruğ'a göre Anayasa Mahkemesi üyeliği için hangi kriterler önemlidir?,Anayasa Mahkemesi üyeliği için siyasî kararların Anayasaya uygunluğu ve memleketin bünyesine uygunluk önemlidir.
Anayasa Mahkemesi kaç üyeden oluşur ve bu üyeler nasıl seçilir?,"Anayasa Mahkemesi on beş üyeden kurulur; üyeleri Cumhurbaşkanı tarafından seçilir. Anayasa Mahkemesi kendi üyeleri arasından gizli oyla, üye tamsayısının salt çoğunluğu ile dört yıl için bir başkan ve bir başkanvekili seçer."
1961 Anayasası'na göre Anayasa Mahkemesi üyeleri nasıl seçilirdi?,"Anayasa Mahkemesi onbeş asıl ve beş yedek üyeden kurulur. Asıl üyelerden dördü Yargıtay, üçü Danıştay Genel Kurullarınca seçilir. Bir üye Sayıştay Genel Kurulunca seçilir. Millet Meclisi üç, Cumhuriyet Senatosu iki üye seçer. Cumhurbaşkanınca da iki üye seçilir."
Anayasa Mahkemesi asıl ve yedek üyeleri olabilmek için hangi şartlar gereklidir?,"Anayasa Mahkemesine asıl ve yedek üye olabilmek için, kırk yaşını doldurmuş bulunmak ve Yargıtay, Danıştay, Askerî Yargıtay veya Sayıştayda Başkanlık, üyelik, Başsavcılık, Başkanunsözcülüğü veya üniversitelerde hukuk, iktisat ve siyasal bilimler alanlarında en az beş yıl öğretim üyeliği ve onbeş yıl avukatlık yapmış olmak şarttır."
Yedek üyelerin seçimi nasıl yapılır?,"Anayasa Mahkemesine, Yargıtay iki, Danıştay ile Yasama Meclislerinin her biri birer yedek üye seçerler. Yedek üyelerin seçiminde de, asıllarının seçimindeki usul uygulanır."
1961 Anayasası'nda Anayasa Mahkemesi üyelerinin seçiminde hangi kurumlar rol oynar?,"Yargıtay, Danıştay, Sayıştay, Millet Meclisi, Cumhuriyet Senatosu ve Cumhurbaşkanı Anayasa Mahkemesi üyelerinin seçiminde rol oynar."
Anayasa Mahkemesi üyeleri başka hangi görevleri alamazlar?,"Anayasa Mahkemesi üyeleri, resmî veya özel hiçbir görev alamazlar."
Anayasa Mahkemesi üyeliğine seçilebilmek için hangi şartlar gereklidir?,"Anayasa Mahkemesi üyeliğine seçilebilmek için kırk yaşını doldurmuş, yükseköğrenim görmüş veya öğrenim kurumlarında en az onbeş yıl öğretim üyeliği, kamu hizmetinde en az onbeş yıl fiilen çalışmış ya da en az onbeş yıl avukatlık yapmış olmak gereklidir."
Anayasa Mahkemesi başkan ve başkanvekili nasıl seçilir?,"Anayasa Mahkemesi, asil üyeler arasından gizli oyla ve üye tamsayısının salt çoğunluğu ile dört yıl için bir başkan ve bir başkanvekili seçer."
Anayasa Mahkemesi üyeleri tekrar seçilebilir mi?,"Evet, süresi biten Anayasa Mahkemesi üyeleri yeniden seçilebilirler."
Yükseköğretim kurumlarından Anayasa Mahkemesi üyeliğine kimler seçilebilir?,Yükseköğretim kurumlarından hukuk ağırlığı olan öğretim üyeleri Anayasa Mahkemesi üyeliğine seçilebilir ve bu konuda itina gösterilir.
Anayasa Mahkemesi kaç üyeden oluşur?,Anayasa Mahkemesi onyedi üyeden oluşur.
Türkiye Büyük Millet Meclisi Anayasa Mahkemesi üyelerini nasıl seçer?,"Türkiye Büyük Millet Meclisi, Sayıştay Genel Kurulu ve baro başkanlarının önerdiği adaylar arasından gizli oylamayla üyeleri seçer."
Cumhurbaşkanı Anayasa Mahkemesi üyelerini hangi kurumlardan seçer?,"Cumhurbaşkanı, Yargıtay, Danıştay, Askerî Yargıtay, Askerî Yüksek İdare Mahkemesi, Yükseköğretim Kurulu ve diğer belirli meslek gruplarından üyeleri seçer."
Anayasa Mahkemesi üyelerinin seçilebilmesi için hangi yaş şartı aranır?,Anayasa Mahkemesi üyeliğine seçilebilmek için kırkbeş yaşın doldurulmuş olması şartı aranır.
Anayasa Mahkemesi üyeleri başka görev alabilir mi?,Anayasa Mahkemesi üyeleri asli görevleri dışında resmi veya özel hiçbir görev alamazlar.
Anayasa Mahkemesi kaç üyeden kurulur?,Anayasa Mahkemesi onyedi üyeden kurulur.
Türkiye Büyük Millet Meclisi Anayasa Mahkemesi üyelerini nasıl seçer?,"Türkiye Büyük Millet Meclisi, Sayıştay ve baro başkanlarının göstereceği adaylar arasından gizli oylamayla üyeleri seçer."
Cumhurbaşkanı Anayasa Mahkemesi üyelerini hangi kurumların adayları arasından seçer?,"Cumhurbaşkanı, Yargıtay, Danıştay, Askerî Yargıtay, Askerî Yüksek İdare Mahkemesi ve Yükseköğretim Kurulunun adayları arasından üyeleri seçer."
Anayasa Mahkemesi üyelerinin seçilebilmesi için hangi şartlar gereklidir?,"Üyelerin kırkbeş yaşını doldurmuş olması, belirli mesleklerdeki tecrübeye sahip olmaları gereklidir."
Anayasa Mahkemesi üyeleri başka görev alabilir mi?,"Anayasa Mahkemesi üyeleri, aslî görevleri dışında resmi veya özel hiçbir görev alamazlar."
Anayasa Mahkemesinin mevcut üye sayısı kaçtır ve yapılan değişiklikle bu sayı kaça yükseltilmektedir?,Mevcut düzenlemeye göre Anayasa Mahkemesinin onbir asıl ve dört yedek üyesi bulunmaktadır. Yapılan değişiklikle üye sayısı onyediye yükseltilmekte ve yedek üyelik statüsüne son verilmektedir.
Anayasa Mahkemesinin görevleri arasında neler bulunmaktadır?,"Anayasa Mahkemesi, kanunların, kanun hükmünde kararnamelerin ve Türkiye Büyük Millet Meclisi İçtüzüğünün Anayasaya uygunluğunu incelemek, Anayasa değişikliklerini şekil yönünden denetlemek, Anayasada gösterilen diğer görevler ile Yüce Divan görevini yapmakla yükümlüdür."
Bireysel başvuru hakkının getirilmesinin amacı nedir?,"Bireysel başvuru hakkının getirilmesinin amacı, Avrupa İnsan Hakları Mahkemesine yapılan başvuruların iç hukuk yollarında çözüme bağlanmasını sağlamaktır."
Anayasa Mahkemesi üyelerinin seçilmesi konusunda diğer ülkelerde nasıl bir uygulama bulunmaktadır?,"Diğer ülkelerde, anayasa mahkemesi üyelerinin seçilmesi genellikle yasama organı tarafından yapılmaktadır. Örneğin Almanya, İsviçre, Macaristan gibi ülkelerde yasama organı seçerken, Avusturya, İtalya gibi ülkelerde bu yetki yasama, yargı, hükümet ve devlet başkanı arasında paylaşılmaktadır."
Anayasa Mahkemesinin yapısında değişiklik yapılırken hangi taslaklar göz önünde bulundurulmuştur?,"Anayasa Mahkemesinin yapısında değişiklik yapılırken, 2003 yılında Anayasa Mahkemesi tarafından hazırlanan taslak başta olmak üzere, değişik kişi, kurum, parti ya da sivil toplum kuruluşları tarafından hazırlanmış olan taslaklar göz önünde bulundurulmuştur."
"Türkiye Büyük Millet Meclisi, Anayasa Mahkemesi üyelerini nasıl seçer?","Türkiye Büyük Millet Meclisi, iki üyeyi Sayıştay başkan ve üyeleri arasından, bir üyeyi de serbest avukatlar arasından seçer. Seçimlerde öncelikle nitelikli oy çokluğu aranır, sağlanamazsa salt çoğunluk aranır, o da sağlanamazsa üçüncü oylamada en fazla oy alan aday seçilir."
"Cumhurbaşkanı, Anayasa Mahkemesi üyelerini nasıl seçer?","Cumhurbaşkanı, Mahkeme üyelerinden dördünü üst kademe yöneticileri, serbest avukatlar, birinci sınıf hakim ve savcılar ile Anayasa Mahkemesi raportörleri arasından doğrudan seçer. Diğer üyeleri ise Yargıtay, Danıştay, Askeri Yargıtay, Askeri Yüksek İdare Mahkemesi ve Yükseköğretim Kurulu tarafından gösterilen adaylar arasından seçer."
Anayasanın 104. maddesi ile 146. maddesi arasında nasıl bir ilişki vardır?,"104. madde Cumhurbaşkanının görev ve yetkilerini belirlerken, 146. madde Anayasa Mahkemesi üyelerinin seçimini düzenler. Yapılan değişiklikle bu iki madde birbirini tamamlayan bir düzenleme ortaya koyar."
Anayasa Mahkemesi üyelerinin aday gösterilmesinde hangi yöntem benimsenmiştir?,Mahkeme üyelerinin aday gösterilmesinde çoğulcu demokratik yöntemler benimsenmiş ve her boş üyelik için üçer aday belirlenmesi usulü kabul edilmiştir.
Aday gösterme seçimlerinde hangi kural geçerlidir?,Aday gösterme seçimlerinde her seçmenin ancak bir aday için oy kullanması öngörülmüştür.
Mahkeme üyeliğine seçilecek profesör veya doçent unvanlı öğretim üyeleri için hangi şartlar gereklidir?,Mahkeme üyeliğine seçilecek profesör veya doçent unvanlı öğretim üyelerinin kırkbeş yaşını doldurmuş olmaları gereklidir.
Anayasa Mahkemesi başkanvekilleri nasıl seçilmektedir?,"Anayasa Mahkemesi başkanvekilleri, kendi üyeleri arasından, gizli oyla ve üye tam sayısının salt çoğunluğuyla seçilmektedir."
"Anayasa Komisyonu, Anayasa Mahkemesi üyelerinin seçiminde hangi kurumları yetkili kılmaktadır?","Anayasa Komisyonu, Anayasa Mahkemesi üyelerinin seçiminde Türkiye Büyük Millet Meclisi ve Cumhurbaşkanını yetkili kılmaktadır."
"Anayasa Komisyonu raporunda, askeri yargıdan Anayasa Mahkemesine üye gönderilmesi hakkında ne söylenmiştir?","Anayasa Komisyonu raporunda, askeri yargıdan Anayasa Mahkemesine üye gönderilmesinin uygun olmadığı belirtilmiştir."
Yargıtay ve Danıştay'ın işlevsiz hale getirilmesi ile ilgili hangi endişeler dile getirilmiştir?,"Yargıtay ve Danıştay'ın işlevsiz hale getirilmesi ile ilgili olarak, bu düzenlemenin mahkemenin yükünü artıracağı ve hukuk devleti mekanizmasının bütünlük içinde düzenlenmeden işlevini yitireceği endişeleri dile getirilmiştir."
Cumhurbaşkanının yargılayacak üyeleri seçmesi neden eleştirilmektedir?,"Cumhurbaşkanının yargılayacak üyeleri seçmesi, demokratik ülkelerdeki uygulamalarla çelişmektedir. Yüksek yargı organlarının kendi içlerinden mahkemeye gidecek üyelerini seçmesi gerektiği belirtilmektedir."
1982 Anayasası ile Cumhurbaşkanına tanınan yetkiler neden eleştirilmektedir?,"Cumhurbaşkanına tanınan yetkilerin fazlalığı, sistemle bağdaşmadığı ve genetiği değiştirilmiş bir parlamenter sistem oluşturduğu için eleştirilmektedir."
Anayasa Mahkemesinin yapılandırılması neden önemlidir?,"Anayasa Mahkemesinin yapılandırılması, devleti dönüştürme niyetinin önemli bir aşaması olarak görülmektedir ve yasaların şeklini belirleme yetkisine sahiptir."
Yapılan düzenlemenin temel hak ve özgürlükler üzerindeki etkisi nedir?,"Yapılan düzenleme, temel hak ve özgürlükleri güçlendirmek yerine otoriteyi güçlendirmektedir."
Yargının siyasallaşması nasıl bir sorun teşkil etmektedir?,"Yargının siyasallaşması, ideolojik bir tabana sahip olduğu ve doğrudan siyasal iktidarın şekillendirmesine yönelik bir yasal çalışmanın Anayasal tabanını oluşturduğu için sorun teşkil etmektedir."
Anayasa Mahkemesinin oluşumu nasıl belirlenmiştir?,"Anayasa Mahkemesinin oluşumu, 2003 yılında Yüksek Mahkemece hazırlanan teklife çok benzer şekilde yazılmıştır ve 17 üyeden oluşturulmuştur."
Demokrasinin özü nedir?,Demokrasinin özü kuvvetler ayrılığıdır.
Yargıtay ve Danıştay üyelerinin seçim usulü nasıl olmalıdır?,Yargıtay ve Danıştay üyelerinin seçim usulü demokratik olacak şekilde değiştirilmelidir.
Anayasa Mahkemesinin Yüce Divan yetkisi içine kimlerin alınmasının nedeni anlaşılamamaktadır?,Anayasa Mahkemesinin Yüce Divan yetkisi içine kuvvet komutanlarının alınmasının nedeni anlaşılamamaktadır.
"Adalet Bakanı Sadullah Ergin, Anayasa Mahkemesi üyelerinin seçimi konusunda hangi ülkelerden bahsetmiştir?","Adalet Bakanı Sadullah Ergin, Anayasa Mahkemesi üyelerinin pek çok ülkede yasama ve yürütmenin seçtiğini belirtmiştir."
Anayasa Mahkemesi kaç üyeden oluşur?,Anayasa Mahkemesi onyedi üyeden kurulur.
Türkiye Büyük Millet Meclisi hangi kurumların adayları arasından Anayasa Mahkemesi üyelerini seçer?,"Türkiye Büyük Millet Meclisi, Sayıştay Genel Kurulu ve baro başkanlarının adayları arasından Anayasa Mahkemesi üyelerini seçer."
"Cumhurbaşkanı, Anayasa Mahkemesi üyelerini hangi kurumların adayları arasından seçer?","Cumhurbaşkanı, Yargıtay, Danıştay, Askerî Yargıtay, Askerî Yüksek İdare Mahkemesi ve Yükseköğretim Kurulunun adayları arasından Anayasa Mahkemesi üyelerini seçer."
Anayasa Mahkemesi üyeliğine aday göstermek için yapılan seçimlerde bir üye kaç aday için oy kullanabilir?,"Bir üye, her boş üyelik için sadece bir aday için oy kullanabilir."
Anayasa Mahkemesi üyeliğine seçilebilmek için gereken yaş sınırı nedir?,Anayasa Mahkemesi üyeliğine seçilebilmek için kırkbeş yaşın doldurulmuş olması gerekmektedir.
Anayasa Mahkemesi üyeleri arasından nasıl bir seçim yapılır?,Anayasa Mahkemesi üyeleri arasından gizli oyla ve üye tam sayısının salt çoğunluğu ile dört yıl için bir Başkan ve iki başkanvekili seçilir. Süresi bitenler yeniden seçilebilirler.
Anayasa Mahkemesi üyeleri hangi tür görevleri alamazlar?,Anayasa Mahkemesi üyeleri aslî görevleri dışında resmi veya özel hiçbir görev alamazlar.
5982 sayılı Yasa ile değiştirilen Anayasa’nın 146. maddesinin dördüncü fıkrasında ne öngörülmektedir?,"Yargıtay, Danıştay, Askeri Yargıtay, Askeri Yüksek İdare Mahkemesi, Sayıştay, Yüksek Öğretim Kurulu ve Baro Başkanları tarafından Anayasa Mahkemesi üyeliğine aday seçiminde her üyenin ya da her Baro Başkanının yalnızca bir aday adayına oy vermesi öngörülmektedir."
5982 sayılı Yasa ile değiştirilen Anayasa’nın 146. maddesinin dördüncü fıkrası neden iptal edilmelidir?,"Çünkü bu düzenleme, demokratik hukuk devleti ilkesini etkisiz hale getireceğinden ve seçmen iradesinin gerçek anlamda oya yansımasını sınırlayarak bağımsız ve tarafsız bir yargının oluşmasını engelleyeceğinden iptali gerekir."
Anayasa Mahkemesi’nin 7/7/2010 tarihli kararının ilgili bölümü hangi konuyu incelemektedir?,"Karar, 5982 Sayılı Kanun’un 16. Maddesi ve Anayasa’nın 146. Maddesinin dördüncü fıkrasının bazı ibareleri yönünden inceleme yapmaktadır."
Anayasa Mahkemesi kaç üyeden oluşur?,Anayasa Mahkemesi onbeş üyeden oluşur.
"Türkiye Büyük Millet Meclisi, Anayasa Mahkemesi üyelerini nasıl seçer?","Türkiye Büyük Millet Meclisi, Sayıştay Genel Kurulunun ve baro başkanlarının gösterdiği adaylar arasından gizli oylamayla üyeleri seçer."
"Cumhurbaşkanı, Anayasa Mahkemesi üyelerini hangi kaynaklardan seçer?","Cumhurbaşkanı, Yargıtay, Danıştay, Yükseköğretim Kurulu ve diğer belirli kaynaklardan aday gösterilen kişiler arasından üyeleri seçer."
Anayasa Mahkemesi üyeliğine seçilebilmek için hangi yaş şartı aranır?,Anayasa Mahkemesi üyeliğine seçilebilmek için kırkbeş yaşın doldurulmuş olması şartı aranır.
Anayasa Mahkemesi üyeleri ne kadar süreyle başkan ve başkanvekili seçilir?,Anayasa Mahkemesi üyeleri dört yıl için bir Başkan ve iki başkanvekili seçilir.
Anayasanın 146. maddesinde yapılan değişiklikler nelerdir?,"146. maddenin birinci fıkrasında 'onyedi' ibaresi 'onbeş' şeklinde değiştirilmiş, üçüncü ve dördüncü fıkralarda yer alan 'Askerî Yargıtay' ve 'Askerî Yüksek İdare Mahkemesi' ibareleri metinden çıkarılmıştır."
Anayasa değişikliği teklifi neden yapılmaktadır?,"Önerilen hükümet sistemine uyum sağlamak amacıyla anayasanın farklı maddelerinde bulunan bazı ibareler değiştirilmekte, yeni ibareler eklenmekte ve bazı ibareler metinden çıkarılmaktadır."
Anayasa Komisyonu hangi maddeyi kabul etmiştir?,"Anayasa Komisyonu, çerçeve 19’uncu maddeyi teselsül sebebiyle çerçeve 16’ncı madde olarak değişikliklerle birlikte kabul etmiştir."
Anayasa değişiklik teklifinde hangi kurumlar metinden çıkarılmıştır?,Askerî Yargıtay ve Askerî Yüksek İdare Mahkemesi metinden çıkarılmıştır.
Anayasa Mahkemesi üyeleri kaç yıl için seçilirler?,Anayasa Mahkemesi üyeleri on iki yıl için seçilirler.
Bir kişi kaç defa Anayasa Mahkemesi üyesi seçilebilir?,Bir kişi iki defa Anayasa Mahkemesi üyesi seçilemez.
Anayasa Mahkemesi üyeleri hangi yaşta emekliye ayrılırlar?,Anayasa Mahkemesi üyeleri altmış beş yaşını doldurunca emekliye ayrılırlar.
Anayasa Mahkemesi üyeliği hangi durumlarda sona erer?,"Anayasa Mahkemesi üyeliği, bir üyenin hâkimlik mesleğinden çıkarılmayı gerektiren bir suçtan dolayı hüküm giymesi halinde kendiliğinden; sağlık bakımından görevini yerine getiremeyeceğinin kesin olarak anlaşılması halinde de sona erer."
Zorunlu emeklilik yaşından önce görev süresi dolan üyelerin durumu nasıl düzenlenir?,Zorunlu emeklilik yaşından önce görev süresi dolan üyelerin başka bir görevde çalışmaları ve özlük işleri kanunla düzenlenir.
Anayasa Mahkemesi üyeleri kaç yaşında emekliye ayrılır?,Anayasa Mahkemesi üyeleri altmışbeş yaşını doldurunca emekliye ayrılırlar.
Anayasa Mahkemesi üyeliği hangi durumda kendiliğinden sona erer?,Bir üyenin hâkimlik mesleğinden çıkarılmayı gerektiren bir suçtan dolayı hüküm giymesi halinde Anayasa Mahkemesi üyeliği kendiliğinden sona erer.
"Anayasa Mahkemesi üyeliği, sağlık nedeniyle nasıl sona erdirilir?","Görevini sağlık bakımından yerine getiremeyeceğinin kesin olarak anlaşılması halinde, Anayasa Mahkemesi üye tamsayısının salt çoğunluğunun kararı ile sona erer."
1961 Anayasasından alınmış ve değişiklik yapılmamış madde hangisidir?,Anayasa Mahkemesi üyeliğinin sona ermesine ilişkin madde 1961 Anayasasından alınmış ve değişiklik yapılmamıştır.
Anayasa Mahkemesi üyeliğinin sona ermesiyle ilgili yasama süreci metni kim tarafından kabul edilmiştir?,Danışma Meclisi ve Millî Güvenlik Konseyi Anayasa Komisyonu tarafından kabul edilmiştir.
Anayasa Mahkemesi üyeleri kaç yıl için seçilir?,Anayasa Mahkemesi üyeleri oniki yıl için seçilirler.
Bir kişi kaç defa Anayasa Mahkemesi üyesi seçilebilir?,Bir kimse iki defa Anayasa Mahkemesi üyesi seçilemez.
Anayasa Mahkemesi üyeleri kaç yaşında emekliye ayrılır?,Anayasa Mahkemesi üyeleri altmışbeş yaşını doldurunca emekliye ayrılırlar.
Anayasa Mahkemesi üyeliği hangi durumlarda sona erer?,"Anayasa Mahkemesi üyeliği, bir üyenin hâkimlik mesleğinden çıkarılmayı gerektiren bir suçtan dolayı hüküm giymesi halinde kendiliğinden; görevini sağlık bakımından yerine getiremeyeceğinin kesin olarak anlaşılması halinde de sona erer."
Anayasa Mahkemesi üyeliğinin süresi neden on iki yıl olarak belirlenmiştir?,"Oniki yıllık sürenin, üyelerin yeterince tecrübe kazanması ve bu tecrübelerini Mahkeme çalışmalarına yansıtması açısından yeterli, toplumsal değişimin Mahkeme profiline yansımasına olanak sağlamak için makul bir süre olduğu değerlendirilmektedir."
Anayasa Mahkemesi üyelerinin görev süresi ne kadar olarak belirlenmiştir?,Anayasa Mahkemesi üyeleri oniki yıl için seçilirler.
Anayasa Mahkemesi üyeleri kaç yaşına geldiklerinde emekliye ayrılırlar?,Anayasa Mahkemesi üyeleri altmışbeş yaşını doldurunca emekliye ayrılırlar.
Anayasa Mahkemesi üyeleri kaç defa seçilebilir?,Bir kimse iki defa Anayasa Mahkemesi üyesi seçilemez.
Zorunlu emeklilik yaşından önce görev süresi dolan üyelerin durumu nasıl düzenlenir?,Zorunlu emeklilik yaşından önce görev süresi dolan üyelerin başka bir görevde çalışmaları ve özlük işleri kanunla düzenlenir.
"Anayasa Komisyonu, Anayasa Mahkemesi üyelerinin görev süresiyle ilgili hangi değişikliği kabul etmiştir?","Anayasa Komisyonu, Anayasa Mahkemesi üyelerinin görev süresini oniki yılla sınırlayan değişikliği kabul etmiştir."
Anayasa Mahkemesi hangi konularda denetim yapar?,"Anayasa Mahkemesi, kanunların, Cumhurbaşkanlığı kararnamelerinin ve Türkiye Büyük Millet Meclisi İçtüzüğünün Anayasaya şekil ve esas bakımlarından uygunluğunu denetler ve bireysel başvuruları karara bağlar."
Anayasa değişiklikleri hangi bakımdan incelenir?,Anayasa değişiklikleri sadece şekil bakımından incelenir ve denetlenir.
Olağanüstü hallerde çıkarılan Cumhurbaşkanlığı kararnameleri için Anayasa Mahkemesinde dava açılabilir mi?,"Hayır, olağanüstü hallerde ve savaş hallerinde çıkarılan Cumhurbaşkanlığı kararnamelerinin şekil ve esas bakımından Anayasaya aykırılığı iddiasıyla Anayasa Mahkemesinde dava açılamaz."
Kanunların şekil bakımından denetlenmesi hangi hususlarla sınırlıdır?,"Kanunların şekil bakımından denetlenmesi, son oylamanın öngörülen çoğunlukla yapılıp yapılmadığı hususları ile sınırlıdır."
Bireysel başvuruda hangi şart aranır?,Bireysel başvuruda bulunabilmek için olağan kanun yollarının tüketilmiş olması şarttır.
Yüce Divan'da savcılık görevini kim yapar?,Cumhuriyet Başsavcısı veya Cumhuriyet Başsavcıvekili yapar.
Genelkurmay Başkanı ve kuvvet komutanları hangi durumlarda Yüce Divan'da yargılanır?,Görevleriyle ilgili suçlardan dolayı Yüce Divan'da yargılanırlar.
Yüce Divan kararlarına karşı hangi başvuru yapılabilir?,Yeniden inceleme başvurusu yapılabilir.
Yüce Divan'ın yeniden inceleme sonucunda verdiği kararlar nasıl nitelendirilir?,Genel Kurulun yeniden inceleme sonucunda verdiği kararlar kesindir.
Anayasa Mahkemesi hangi görevleri yerine getirir?,Anayasa ile verilen diğer görevleri de yerine getirir.
Anayasa Mahkemesi hangi durumlarda kanun hükmünde kararnamelerin şekil ve esas bakımından Anayasaya aykırılığı iddiasıyla dava açılamaz?,"Olağanüstü hallerde, sıkıyönetim ve savaş hallerinde çıkarılan kanun hükmünde kararnamelerin şekil ve esas bakımından Anayasaya aykırılığı iddiasıyla dava açılamaz."
Anayasa Mahkemesi hangi makamları görevleriyle ilgili suçlardan dolayı Yüce Divan sıfatıyla yargılar?,"Anayasa Mahkemesi, Cumhurbaşkanını, Bakanlar Kurulu üyelerini, Anayasa Mahkemesi, Yargıtay, Danıştay, Askerî Yargıtay, Askerî Yüksek İdare Mahkemesi Başkan ve üyelerini, Başsavcılarını, Cumhuriyet Başsavcıvekili, Hâkimler ve Savcılar Yüksek Kurulu ve Sayıştay Başkan ve üyelerini görevleriyle ilgili suçlardan dolayı Yüce Divan sıfatıyla yargılar."
Kanunların şekil bakımından denetlenmesi hangi hususlar ile sınırlıdır?,"Kanunların şekil bakımından denetlenmesi, son oylamanın, öngörülen çoğunlukla yapılıp yapılmadığı hususları ile sınırlıdır."
Anayasa Mahkemesi hangi tür değişiklikleri sadece şekil bakımından denetler?,Anayasa değişikliklerini sadece şekil bakımından inceler ve denetler.
Yüce Divan kararları nasıl bir özelliğe sahiptir?,Yüce Divan kararları kesindir.
Kanunların şekil bakımından denetlenmesi neye dayanır?,"Kanunların şekil bakımından denetlenmesi, son oylamanın öngörülen çoğunlukla yapılıp yapılmadığına dayanır."
Anayasa değişikliklerinde hangi şartlara uyulması gerekmektedir?,Anayasa değişikliklerinde yüzdoksanbirinci maddedeki teklif ve oylama çoğunluğuna ve ivedilikle görüşülemeyeceği şartına uyulması gerekmektedir.
Yüce Divanda kimler yargılanır?,"Cumhurbaşkanı, Bakanlar Kurulu Üyeleri, Anayasa Mahkemesi, Yargıtay, Danıştay, Askerî Yargıtay, Askerî Yüksek İdare Mahkemesi, Hâkimler ve Savcılar Yüksek Kurulu ve Sayıştay Başkan ve üyeleri, Cumhuriyet Başsavcısı, Cumhuriyet Başsavcı Vekili, Askerî Yargıtay Başsavcısı, Danıştay ve Askerî Yüksek İdare Mahkemesi Başkan unsözcüleri görevleriyle ilgili suçlardan dolayı Yüce Divanda yargılanır."
Yüce Divan kararlarına itiraz nasıl yapılabilir?,"Yüce Divan kararlarına, gerekçeli kararın tebliğinden itibaren onbeş gün içinde re’sen veya hükümlünün ya da vekilinin başvurusu üzerine Cumhuriyet Başsavcısı bir defaya mahsus olmak üzere, Yüce Divandan karar düzeltilmesi isteğinde bulunabilir."
Kanun Hükmündeki Kararnameler neden yargı denetimine tabi tutulur?,"Kanun Hükmündeki Kararnameler, uygulamada kanunun yarattığı sonucu meydana getirdiğinden kanun gibi yargı denetimine tabi tutulur."
