soru,cevap
Okula kayıtlı olmayan çocukların kaydolma durumu nasıl takip edilmektedir?,"Uygulanan stratejilerin sonucunda, okula kayıtlı olmayan çocukların ne kadarının kaydolduğunun takip edilmesi ve buna ilişkin bilgilerin sisteme girilmesi gerekmektedir."
Okul devamsızlık nedenlerini nasıl tespit etmektedir?,"Okul, devamsızlığın ve devamsızlık nedenlerinin tespitini zamanında yaparak değerlendirmeler sonucunda bireyselleştirilmiş müdahaleler uygulamaktadır."
Erişim sağlanan çocukların okuldan kopmamaları için ne yapılmalıdır?,"Okulun, çevresel koşullarına uygun önlemler alması önemlidir."
Okul terkleri ve devamsızlık nedenleri hangi faktörlere bağlı olarak farklılık gösterebilir?,Terk ve devamsızlıkların nedenleri yerel düzeyde farklılıklar gösterebilir.
Hangi gruptaki çocuklar okula devamsızlık ve terk açısından dezavantajlıdır?,"Engelliler, geleneksel yapıyı sürdüren bölgelerdeki kızlar, çalışan çocuklar ve sosyal risk altındakiler dezavantajlı gruplardır."
Kız çocuklarının okula gitmelerinin artırılması için ne tür çabalar sürdürülmektedir?,Kızların okula gitmelerinin artırılmasına yönelik çabalar ve kampanyalar devam etmektedir.
Okula devamdan kim yasal olarak sorumludur?,Okula devamdan yasal olarak veli sorumludur.
Devamsızlık sorununu çözmek için okul ve aile arasında ne tür bir işbirliği gereklidir?,Okul ve ailenin işbirliği içerisinde olması önemlidir.
Çocukların devamsızlıkları hangi sisteme girilir?,Çocukların devamsızlıkları her gün e-Okul sistemine girilir.
Devamsızlık konusunda kimler bilgilendirilir?,"Tüm çocuklar, veliler, yöneticiler ve öğretmenler bilgilendirilir."
Anaokulu ve anasınıflarında devamsızlıkla ilgili ne tür belgeler vardır?,Devamsızlığın sağlanması konusunda yapılması gereken iş ve işlemlerin zamanında yapıldığına dair belge/kayıtlar vardır.
Erken Uyarı ve Aşamalı Devamsızlık Yönetimi (ERADEY) kapsamında ne yapılır?,ERADEY kapsamında yapılması gereken iş ve işlemler zamanında yapılır.
Okula dönemeyecek durumda olan çocuklar için ne tür işlemler yapılır?,Okula dönemeyecek durumda olan çocukların e-Okula nedenleri işlenerek okuldan ayrılma işlemleri zamanında yapılır.
Okuldan ayrılma işlemleri neden zamanında yapılır?,Nedenleri işlenerek okuldan ayrılma işlemleri zamanında yapılır.
Devamsızlık önleme müdahaleleri hangi seviyelerde uygulanır?,İlkokulda/ortaokulda risk altında bulunan çocukların okula devamsızlık yapmalarını önlemeye yönelik müdahaleler uygulanır.
Özürsüz devamsızlık oranları hangi bilgileri içerir?,"Devamsızlık süresi, devamsız çocuk sayısı, okula devam eden çocuk sayısı ve oran bilgilerini içerir."
Özel gereksinimi olan çocuklar hangi merkezlerden yönlendirilir?,Rehberlik Araştırma Merkezlerinden anaokulu ve anasınıflarına yönlendirilir.
Okulda çocukların devam durumlarının nasıl takip edildiği hakkında ne tür algılar vardır?,Okuldaki tüm çocukların devam takip işlemlerinin düzenli olarak yürütüldüğüne dair algılar vardır.
Günümüzde eğitim sistemlerinin amacı nedir?,"Günümüzde eğitim öğretim sistemleri, bilgiye ulaşma yollarını bilen, mevcut bilgilerden yeni bilgiler üretebilen ve bilgiyi etkili biçimde kullanabilen bireyler yetiştirmeyi amaçlamaktadır."
Okul öncesi ve ilköğretimde başarı ve verimlilikle ilgili hangi sorunlar bulunmaktadır?,"Sınıf mevcutlarının kalabalık oluşu, eğitim ortamlarına ilişkin yetersizlikler ve personel nitelikleri gibi alt yapı sorunları ile yönetim ve eğitim-öğretim süreçlerindeki yetersizlikler bulunmaktadır."
"Bakanlık, eğitimdeki dönüşüm için ne tür çalışmalar yapmaktadır?","Bakanlık, öğrenci merkezli eğitim modelini geliştirmeye yönelik ARGE çalışmaları yürütmekte ve okullara destek olacak kaynakları geliştirmeye çabalamaktadır."
Öğrenci merkezli eğitimde ulaşılması hedeflenen temel beceriler nelerdir?,"Türkçeyi doğru, güzel ve etkili kullanma, eleştirel düşünme, yaratıcı düşünme, iletişim kurma, problem çözme, araştırma, karar verme, bilgi teknolojilerini kullanma ve girişimciliktir."
Öğrenme ve Öğretim Alanı Standartları hangi anlayışa uygun olarak belirlenmiştir?,"Öğrenme ve Öğretim Alanı Standartları, öğrenci merkezli eğitim anlayışına uygun olarak belirlenmiştir."
Çocukta çevre bilincinin geliştirilmesi için hangi materyaller kullanılır?,"Öğrenme materyalleri, bilgi iletişim ve eğitim teknolojileri kullanılarak çevre bilincinin geliştirilmesine katkı sağlar."
Okuldan ayrılan çocukların hangi temel bilgi ve becerileri edinmeden ayrıldıkları belirtiliyor?,"Temel bilgi, beceri, tutum ve değerleri tam olarak edinemeden okuldan ayrılmaktadırlar."
Klasik eğitim sürecinde öğretmenin ve öğrencinin rolleri nasıldır?,"Öğretmenin rolü etken, öğrencinin rolü ise edilgendir."
Geleceğin yetişkinleri olarak çocuklara hangi tür bilgiler kazandırılmalıdır?,"Temel bilgi, beceri, tutum ve değerlerin kazandırılması gerekmektedir."
Öğrenci merkezli eğitim modelinin temel amacı nedir?,Eğitim süreçlerini çocukları merkeze alarak oluşturmak ve çocukları süreçte aktif kılmaktır.
Sınıf uygulamalarında çocukların hangi özellikleri değerlendirilmelidir?,"Çocukların her boyutta gelişim, öğrenme, kişisel özellikleri ve ihtiyaçları değerlendirilmelidir."
Çocukların eğitim ortamına uyumlarını sağlamak için ne yapılmalıdır?,Eğitsel rehberlik yapılmalıdır.
Özel eğitime gereksinimi olan çocuklar için hangi düzenlemeler yapılmalıdır?,Topluma entegrasyonlarını güçlendirecek ve akranlarıyla birlikte eğitim almalarını sağlayacak düzenlemeler yapılmalıdır.
Eğitim kurumları öğrenme süreçlerini nasıl planlamalıdır?,Hizmet verdiği çocukların ihtiyaçlarına ve özelliklerine dayalı olarak öğrenme süreçlerini planlayıp yapılandırmalıdır.
Eğitim süreci planlanmadan önce ne tür değerlendirme çalışmaları yapılmalıdır?,"Çocukların bireysel özelliklerini, öğrenme ihtiyaçlarını ve ilgi alanlarını tanımaya yönelik değerlendirme çalışmaları yapılmalıdır."
İnsan gelişimi hangi iki faktörün sentezi olarak ortaya çıkar?,Kalıtım ve çevrenin sentezi olarak ortaya çıkar.
Çocukların bireysel farklılıkları neden önemlidir?,"Çocukların bireysel farklılıkları, onların farklı eğitsel ihtiyaçlara sahip olmaları ve farklı yollardan öğrenmeleri nedeniyle önemlidir."
Eğitimde bireysel farklılıklar nasıl ele alınmıştır?,"Eğitimde bireysel farklılıklar, son 15 yıl öncesine kadar çoğunlukla rehberlik uygulamalarının bir konusu olarak ele alınmaktaydı, ancak günümüzde eğitimin tüm süreçlerinde uygulanması gerekmektedir."
Çocukların bireysel özelliklerinin tanımlanması neden gereklidir?,"Çocukların bireysel özelliklerinin tanımlanması, öğrenme-öğretim süreçlerinin etkili planlanabilmesi için gereklidir."
Özel eğitime ihtiyacı olan çocuklar için ne yapılmalıdır?,"Özel eğitime ihtiyacı olan çocuklar için bireysel eğitim programının hazırlanması, uygulanması ve değerlendirilmesi gerekmektedir."
Anasınıfı/anaokulunda çocukların bireysel özelliklerini tanımaya yönelik hangi kayıtlar kullanılmaktadır?,"Zümre öğretmenler kurulu kararları, çocuk ve aileyi tanıma formu, portfolyo dosyası gibi kayıtlar kullanılmaktadır."
İlkokul/ortaokullarda eğitim öğretim yılında hangi değerlendirmeler kullanılmaktadır?,"Çocukların bireysel özelliklerini, öğrenme ihtiyaçlarını ve ilgi alanlarını tanımaya yönelik değerlendirmeleri gösteren kayıtlar kullanılmaktadır."
Tüm çocukların öğrenmeye hazır bulunuşluk düzeyinin belirlenmesine yönelik ne tür kayıtlar vardır?,Tüm çocukların öğrenmeye hazır bulunuşluk düzeyinin belirlenmesine yönelik kayıtlar bulunmaktadır.
Zümre öğretmenler kurulunda çocukların bireysel özelliklerini tanımaya yönelik kararların sayısı neye göre değerlendirilir?,"Eğitim öğretim yılına ait zümre öğretmenler kurulunda çocukların bireysel özelliklerini, öğrenme ihtiyaçlarını ve ilgi alanlarını tanımaya yönelik kararların sayısına oranı ile değerlendirilir."
Okuldaki aktörlerin bu alt standart için hangi çalışmaları yapması beklenmektedir?,Çocukların gelişim ve öğrenme ihtiyaçlarını belirlemeye yönelik çalışmaların yapılması ve bu çalışmaların planlamalara uygun yürütülmesi beklenmektedir.
Çalışmalara kimlerin katılımı sağlanmaktadır?,"Öğretmenlerin, velilerin ve çocukların katılımı sağlanmaktadır."
Öğretmenler çocukları tanımak için ne tür çalışmalar yapmaktadır?,"Öğretmenler, çocukları tanımaları için farklı çalışmalar yapmaktadır."
Bireyi tanıma çalışmalarında hangi araçlar ve yöntemler kullanılmalıdır?,"Bilimsel geçerliliği olan araçlar ve yöntemler, kurallarına uygun şekilde kullanılmalıdır."
Yapılan çalışmaların sonuçları hakkında kimlere geribildirim verilmelidir?,Çocuklara ve velilere geribildirim verilmelidir.
Bireyi tanıma çalışmalarında bilgi güvenliği neden önemlidir?,"Çünkü bu bilgiler, çocukların ve velilerin özel bilgilerini içerecektir."
Sınıf içi öğrenme etkinlikleri nasıl planlanır?,"Sınıf içi öğrenme etkinlikleri, çocukların özelliklerine ve öğrenme ihtiyaçlarına göre eğitim/öğretim programlarının kazanımlarını destekleyecek biçimde planlanır."
Öğrenci merkezli sınıfların temel odak noktası nedir?,"Öğrenci merkezli sınıflar, öğrencilerin bireysel olarak öğrenmeleri üzerine yoğunlaşmıştır."
Öğretmenlerin rolü nedir?,"Öğretmenlerin rolü, öğrencileri ilgi alanları ve gereksinimlerini göz önüne alarak, ilerlemeyi kolaylaştırarak öğretim açısından rehberlik yapmaktır."
Gelişimsel odaklı kazanımlar nedir?,"Gelişimsel odaklı kazanımlar, çocukların öğrenmelerine yön gösteren referanslardır."
Aktif öğrenme yöntemlerinin amacı nedir?,"Aktif öğrenme yöntemleri; çocuğun bilgiyi edinme, bütünleştirme, işleme ve hatta yeni bilgiler üretmesini hedef alır."
İlköğretim programlarındaki kazanımların gelişimsel olarak ne kadar çeşitli olduğu nedir?,"Kazanımlar, zihinsel boyutun ötesinde, çocuğun yaşamının pek çok farklı boyutlarında kazanımları içerir."
Eğitim öğretim yılı başındaki mesleki çalışmalarda hangi kayıtlar vardır?,Eğitim/öğretim programlarının zümre öğretmenleri tarafından incelenip değerlendirildiğine dair kayıtlar/toplantı tutanakları vardır.
İlkokul/ortaokullarda yıllık ders planları nasıl hazırlanır?,"Öğretim programları, çocukların gelişim özellikleri, çevre şartları dikkate alınarak hazırlanır."
Anaokulu/anasınıflarında aylık planlar nasıl oluşturulur?,"Çocukların bireysel özellikleri, öğrenme ihtiyaçları, ilgi alanları ve çevre şartları dikkate alınarak hazırlanır."
Eğitim öğretim yılı sonunda zümre toplantılarında ne değerlendirilir?,Eğitim öğretim programlarının uygulamasına dair süreç içerisindeki eksiklikler ve öneriler değerlendirilmiş ve kayıt altına alınmıştır.
Öğretmen Kılavuz Kitabı olan derslerde öğretmenler ne yapar?,"Öğrenme etkinliklerinde öğretim programları, yıllık plan, çocukların bireysel özellikleri, öğrenme ihtiyaçları, ilgi alanları ve çevre şartları doğrultusunda yaptıkları değişiklikleri öğretmen kılavuz kitaplarına not eder."
Okuldaki aktörler hangi temel üzerine farklı sınıf içi öğrenme etkinlikleri uygulamaktadır?,Yönetici ve öğretmenler program kazanımlarını temel alarak.
Sınıf içi etkinliklerin yapılmasında hangi görüşlerin alındığı belirtilmiştir?,Çocuk ve diğer paydaşların görüşlerinin alındığı.
Ders araç gereçlerinin çocukların öğrenmesine nasıl katkı sağladığı ifade edilmiştir?,Ders araç gereçleri çocukların gelişimleri ve kalıcı öğrenmelerini sağlamada yararlıdır.
Öğretmenlerin hangi tür planlamalar yapması gerektiği vurgulanmıştır?,Çocukların bireysel özelliklerine ve öğrenme ihtiyaçlarına göre uyarlanmasına yönelik planlamalar yapılmalıdır.
Öğretmenlerin öğretim programlarını nasıl uyarlaması gerektiği belirtilmiştir?,"Öğretmenler, öğretim programlarını çocukların bulundukları çevre ve öğrenme ihtiyaçlarına göre uyarlamalıdır."
Sınıfta hangi öğretim yöntemleri kullanılmalıdır?,"Sınıfta, çocukların bireysel amaçlar ve planlar oluşturmasına, bilgiyi ve öğrenme stratejilerini seçebilmesine, kendi öğrenme sürecini değerlendirebilmesine yönelik etkinlikler yapılmalıdır."
Öğrenci merkezli öğrenme ortamında en önemli iletişim kanalları nelerdir?,"Eğitim ve öğretim materyalleri, öğrenci merkezli öğrenme ortamındaki mesajların öğreticiden öğrenene iletilmesindeki en önemli kanallardan biridir."
Okulöncesi eğitim ve ilköğretim programları hazır öğrenme materyalleri kullanımını öneriyor mu?,"Hayır, okulöncesi eğitim ve ilköğretim programları hazır öğrenme materyalleri kullanımını önermemektedir."
Özel eğitime ihtiyacı olan çocuklar için hangi tür eğitim materyalleri mevcuttur?,"Anasınıfı, anaokulu, ilkokul ve ortaokulda özel eğitime ihtiyacı olan çocuklar için uygun eğitim/öğretim materyalleri vardır."
Öğretmenler eğitim materyali tasarlarken ne tür materyaller kullanır?,Öğretmenler özgün eğitim/öğretim materyali tasarlar ve etkinliklerde kullanır.
Okul öncesi eğitim kurumlarında kullanılan oyuncak ve eğitim materyalleri hangi standartlara uygundur?,Okul öncesi eğitim kurumlarında kullanılan oyuncak ve eğitim materyalleri TSE veya CE standartlarına uygundur.
İlkokul ve ortaokulda eğitim teknolojilerini kullanabilen öğretmen ve yönetici sayısı nedir?,"İlkokul/ortaokulda eğitim teknolojilerini (bilgisayar ve/veya projeksiyon, tablet, multimedya CD vb.) ihtiyaçlarına uygun şekilde kullanabilen öğretmen ve yönetici sayısı belirtilmiştir."
Anasınıfında öğretmenler hangi tür eğitim materyallerinden yararlanır?,"Anaokulu/anasınıfında öğretmenler, programları destekleyen MEB tarafından uygun bulunmuş diğer eğitim materyallerinden yararlanır."
Okulda öğrenme materyallerinin belirlenmesinde hangi unsurlar dikkate alınmalıdır?,Gelişim ve öğrenme açısından çok amaçlılık ve işlevsellik temel alınmalıdır.
Öğrenme faaliyetlerinde kullanılan materyallerin tercih edilme gerekçeleri ne ile ilişkilendirilmelidir?,Çocukların öğrenme ihtiyaçları ve program kazanımları ile ilişkilendirilmelidir.
Materyallerin kullanım düzenlemeleri çocuğun hangi özelliklerini desteklemelidir?,Seçme özgürlüğünü ve öz-disiplini destekleyecek şekilde olmalıdır.
Öğrenme ortamında materyal kullanımı ile ilgili hangi önlemler alınmalıdır?,Kullanımdan veya düzenekten gelebilecek olası risklere karşı önlemler alınmalıdır.
Öğretmenlerin ve çocukların hangi uygulamaları yapması beklenmektedir?,Materyal hazırlama ve geliştirme uygulamaları yapılması beklenmektedir.
Ölçme değerlendirme uygulamaları nasıl planlanır?,"Ölçme değerlendirme uygulamaları, eğitim/öğretim programının amaç/kazanım ve göstergeleri ile çocukların bireysel özellikleri dikkate alınarak planlanır."
Değerlendirmenin temel amacı nedir?,"Değerlendirmenin temel amacı, öğrencileri öğrenmeye yöneltmektir."
Geleneksel ölçme ve değerlendirme yöntemleri nelerdir?,"Geleneksel olarak kullanılan kısa cevaplı, çoktan seçmeli, eşleştirmeli sorular gibi yöntemlerdir."
Okul öncesi eğitim programında hangi gelişim alanları desteklenmelidir?,"Çocukların bilişsel, dil, motor, sosyal ve duygusal gelişim alanları ile öz bakım becerileri desteklenmelidir."
Çağımızda eğitimden beklenen bireylerin özellikleri nelerdir?,"Bilgiyi ezberleyen değil, problemleri belirleyen, bilgiye ulaşan, etkili kullanan ve yeni bilgi, fikirler üretebilen bireyler yetiştirilmesidir."
Ölçme ve değerlendirme uygulamaları çocukların hangi yönlerini destekler?,"Ölçme ve değerlendirme uygulamaları, çocukların öğrenme eksikliklerinin giderilmesi için önemli bir fırsat sunar."
Bireyselleştirilmiş Eğitim Programı ne zaman güncellenir?,"Bireyselleştirilmiş Eğitim Programı, özel eğitim ihtiyacı olan çocuklar için yapılan ölçme-değerlendirme sonucuna göre güncellenir."
İlkokul ve ortaokulda hangi formlar kullanılır?,"İlkokul ve ortaokulda öz değerlendirme, akran değerlendirme ve kontrol listeleri gibi formlar kullanılır."
Anasınıfı ve anaokullarında hangi belgeler hazırlanır?,Anasınıfı ve anaokullarında her çocuk için gelişim gözlem formları ve gelişim raporları hazırlanır.
Öğrenci sayıları tablosunda hangi bilgiler yer alır?,"Öğrenci sayıları tablosunda sınıf tekrarı yapan öğrenci sayısı, beklenen seviyeye göre yeterli başarıyı gösteremeyen çocuk sayısı gibi bilgiler yer alır."
Zümre toplantılarında ne tür kararlar alınır?,Zümre toplantılarında ölçme-değerlendirme ile ilgili kayıt altına alınmış kararlar alınır.
Ölçme ve değerlendirme analiz raporları sonucunda yeterli başarıyı gösteremeyen çocuklara yönelik yapılan çalışmalara katılan çocuk sayısının oranı nedir?,"Yeterli başarıyı gösteremeyen çocuklara yönelik yapılan çalışmalara katılan çocuk sayısının, yeterli başarıyı gösteremeyen çocuk sayısına oranı belirtilmiştir."
Okuldaki aktörlerin ölçme değerlendirme uygulamaları ile ilgili hangi özellikleri dikkate alması gerekmektedir?,Ölçme değerlendirme ve uygulamaları program amaç ve kazanımlar ile çocukların bireysel özellikleri dikkate alınarak yapılmalıdır.
Ölçme ve değerlendirme uygulamaları sonucunda çocuklara ve velilerine ne verilmelidir?,Ölçme-değerlendirme uygulamaları sonucunda çocuklara ve velilerine geribildirim verilmelidir.
"Okul yönetimi, ölçme ve değerlendirme sürecinde hangi temel unsurları dikkate almalıdır?","Bireysel farklılıkların dikkate alınması, ölçme yöntemleri ve araçlarının uygunluğu gibi unsurlar dikkate alınmalıdır."
Ölçme ve değerlendirme süreci ile ilgili bilgiler çocuklara ve velilere nasıl bildirilmelidir?,"Ölçme ve değerlendirme süreci ile ilgili bilgiler, tarihleri, kapsamı, sınav türü gibi detaylar önceden bildirilmelidir."
Ölçme ve değerlendirme sürecinin öğrenmeyi destekleyecek biçimde yapılandırılması için ne yapılmalıdır?,Çocuklara süreçte öğrenme yeterlikleri ve başarıları hakkında geribildirim verilmelidir.
Projelerin çocuklara ne gibi katkıları vardır?,"Projeler, çocukların kendilerini tanımasını, ilgi ve yeteneklerini keşfetmesini destekler ve onlara bilimsel süreçleri izleme becerisi kazandırır."
Ürün dosyalarındaki çalışmaların amacı nedir?,"Ürün dosyalarındaki çalışmalar, çocukların öğrenme ve gelişim düzeyini yansıtmalı ve çocuğa kat ettiği yol ve becerilerine ilişkin farkındalık kazandırmalıdır."
Ölçme ve değerlendirme uygulamalarında hangi unsurlar dikkate alınmalıdır?,"Salt ürün veya sonucun değil, sürecin de değerlendirilmesi gerekmektedir."
Kaynaştırma yoluyla eğitim uygulamaları neyi destekler?,Özel eğitim ihtiyacı olan çocukların eğitim/öğretim süreçlerine uyum ve katılımlarını destekler.
Anayasanın 42. maddesi neyi belirtmektedir?,"Devletin, durumları nedeniyle özel eğitime ihtiyacı olan bireyler için eğitim tedbirleri alacağını belirtmektedir."
Bireyselleştirilmiş Eğitim Programı (BEP) geliştirme birimi ne amaçla oluşturulmalıdır?,BEP’lerini hazırlamak amacıyla özel eğitim ihtiyacı olan çocukların eğitim performansları ve ihtiyaçları doğrultusunda oluşturulmalıdır.
Özel eğitim ihtiyacı olan çocuklar için hangi belgeler hazırlanmalıdır?,Bireysel Gelişim Raporu ve Bireyselleştirilmiş Eğitim Programı (BEP) hazırlanmalıdır.
Okulda özel eğitim ihtiyacı olan çocukların eğitim öğretime uyumunu destekleyen uygulamalar kimler tarafından yürütülmektedir?,"Yapılan uygulamalar düzenli olarak veli, öğrenci ve öğretmen işbirliği ile yürütülmektedir."
Kaynaştırma eğitimindeki çocukların diğer çocuklarla etkileşimde bulunmaları neden önemlidir?,"Çocukların diğer çocuklarla etkileşimde bulunmaları, yardımlaşma ve iş birliği uygulamalarının planlanarak yürütülmesi açısından önemlidir."
Özel eğitime ihtiyacı olan çocukların sosyal etkinliklere katılımları nasıl sağlanır?,Özel eğitime ihtiyacı olan çocukların ders dışı sosyal ve kültürel etkinliklere etkin olarak katılımlarının sağlanması gerekmektedir.
Kaynaştırma uygulaması yapılan okullarda hangi destekler sağlanmalıdır?,Özel eğitime ihtiyacı olan öğrencilere bireysel ve grup eğitimi verilebilmesi için destek eğitim odası açılması gerekmektedir.
Ailelere çocuklarının eğitimini desteklemeleri konusunda ne yapılmalıdır?,Ailelere çocuklarının eğitimini desteklemeleri konusunda rehberlik yapılması gerekmektedir.
Okulda sosyal etkinliklerin önemi nedir?,"Sosyal etkinlikler, mesleki rehberlik ve çocukların üst eğitime, mesleğe ve hayata yönelmelerini destekleyen ders dışı faaliyetlerle yakından ilgilidir."
"Okul sosyal, sanatsal ve kültürel etkinlik olanaklarını nasıl artırır?","Okul, sosyal, sanatsal ve kültürel etkinlik olanaklarını artırarak çocukların bu etkinliklere katılımlarını destekler."
Çocukların sosyal yeterlilik kazanması için ne beklenir?,Çocuğun sosyal yeterlilik kazanması için okul süresince olumlu değerlerin okul yaşantısına yansıtılması beklenir.
Ders dışı etkinliklerin iki temel noktası nedir?,"Ders dışı etkinliklerin iki temel noktası, toplumsal olarak aktif ve demokratik vatandaşlığın geliştirilmesi ve bireysel olarak çocukların ilgi, yetenek ve becerilerinin keşfedilip geliştirilmesidir."
"Okul, çocukların bilişsel, sosyal ve kişisel gelişimlerini nasıl destekler?","Okul, ders dışı çeşitli ve farklı sosyal-kültürel etkinlikler aracılığıyla çocukların bilişsel, sosyal ve kişisel gelişimlerini destekler."
Sosyal-kültürel ve sanatsal etkinliklerde ne tür hedeflerin tanımlanması önemlidir?,Sosyal-kültürel ve sanatsal etkinliklerde gelişimsel hedeflerin net olarak tanımlanması önemlidir.
Faaliyetlerin planlanmasında hangi unsurlara öncelik tanınmalıdır?,"Yetenek, ilgi gibi gizilgüçlerin keşfedilmesine ve beceri gelişimine öncelik tanınmalıdır."
Ortaokullarda sportif faaliyetlerde ödül kazanan çocuk sayısı nedir?,"Ortaokullarda sportif faaliyetlerde ödül (madalya, derece, başarı belgesi vs.) kazanan çocuk sayısı belirtilmiştir."
"İlkokul ve ortaokulda sosyal, kültürel ve sanatsal etkinliklere katılan toplam çocuk sayısı nedir?","İlkokul ve ortaokulda ulusal ve uluslararası sosyal, kültürel ve sanatsal etkinliklere katılan toplam çocuk sayısı belirtilmiştir."
"Okulda yıl içerisinde gerçekleştirilen sosyal, sanatsal ve sportif etkinliklerin sayısı nedir?","Okulda yıl içerisinde gerçekleştirilen sosyal, sanatsal ve sportif etkinliklerin sayısı belirtilmiştir."
Sosyal etkinlikler kapsamında planlanan toplum/çevre hizmeti faaliyet sayısı nedir?,Sosyal etkinlikler kapsamında planlanan toplum/çevre hizmeti faaliyet sayısı belirtilmiştir.
"Okulda sosyal, sanatsal, kültürel etkinliklerin düzenli yürütüldüğüne dair algılar nelerdir?","Okuldaki aktörlerin bu alt standart için sosyal, sanatsal, kültürel etkinliklerin düzenli yürütüldüğüne dair algıları bulunmaktadır."
"Okulda sosyal, kültürel ve sanatsal etkinliklerin planlanmasında hangi faktörler dikkate alınmalıdır?","Çocukların gelişimsel hedefleri, ilgi, yetenek ve diğer gizilgüçleri ile yaşam becerileri dikkate alınmalıdır."
"Okul, fiziksel aktivite/sportif faaliyet olanaklarını nasıl artırır?","Okul, fiziksel aktivite/sportif faaliyet olanaklarını artırarak çocukların bu aktivitelere katılımlarını destekler."
Okulda ders dışı zamanlarda fiziksel aktivite ve sportif faaliyetler için sunulan olanaklar var mı?,"Evet, okulda ders dışı zamanlarda fiziksel aktivite ve sportif faaliyetler için sunulan olanaklar vardır."
Okulda fiziksel aktivite ve sportif etkinliklere ilişkin hangi çalışmalar yapılmalıdır?,"Okuldaki kurul ve komisyon çalışmalarında fiziksel aktivite ve sportif etkinliklere ilişkin görüşlere ve kararlara yer verilmesi, mevcut mekânların düzenlenmesi, okul bahçesi ve spor salonunun düzenlenmesi gibi çalışmalar yapılmalıdır."
Okul çocuklara hangi tür rehberlik hizmetleri sunar?,"Okul, çocuklara ve velilere bireysel, eğitsel ve mesleki rehberlik hizmetleri sunar."
Mesleki rehberlik günümüzde hangi anlayışa koşut olarak önem kazanmıştır?,"Mesleki rehberlik, yaşam boyu öğrenme anlayışına koşut olarak önem kazanmıştır."
OECD ve AB ülkeleri mesleki rehberlik konusunda ne tür çalışmalar yürütmektedir?,"OECD ve AB ülkeleri, mesleki rehberlik konusunda ortak yürüttüğü çalışmalarla bireylerin eğitim, öğretim ve mesleki konularda seçim yapmalarına yardımcı olmayı amaçlamaktadır."
Rehberliğin öğrenme hedefleri açısından sağladığı katkılar nelerdir?,"Rehberlik, eğitim ve öğretim sistemlerinde daha esnek yönlendirme, bireysel özellikler ile öğrenme arasındaki uyumlaştırma ve okulu bırakma oranlarının azaltılması gibi katkılar sağlamaktadır."
Yaşam boyu rehberlik anlayışının geleneksel yaklaşımdan farkı nedir?,"Yaşam boyu rehberlik anlayışının en temel farkı, mesleki rehberlik hizmetlerinin temel eğitimden itibaren okullarda proaktif bir mantıkla uygulanmasıdır."
Mesleki rehberlik etkinlikleri nasıl yapılandırılmalıdır?,"Mesleki rehberlik etkinlikleri, yaşam boyu öğrenme ve yaşam boyu rehberlik stratejilerinin bir parçası olarak yapılandırılmalıdır."
İlköğretimden mesleki tercihlerini yapmış olarak çıkmaları çocuklar için ne gibi bir etki yaratabilir?,"Bu beklenti, çocukların gelecekleri açısından sınırlayıcı olabilir."
Mesleki seçim ve planlama ne tür bir süreçtir?,Mesleki seçim ve planlama yaşam boyu süren bir süreçtir.
İlköğretim çocukları hangi durumlarda meslek seçimi yapma durumundadırlar?,"İlköğretim çocukları, bu dönemin sonucunda ileri öğrenimlerine yön verecek seçimler yapma durumundadırlar."
Günümüzde iş piyasasında meslek seçme beklentisi neden geçerliliğini yitirmektedir?,"Çünkü iş piyasasında artık, ne teknoloji, ne üretim ne de tüketim eskisi gibi durağan ve öngörülebilir değildir."
Mesleki Rehberlik ve Yönlendirme Alt Standardı'nın amacı nedir?,"Bu standart, ilköğretimdeki mesleki rehberlik uygulamalarının, çocuklarda bu gerçekliğe uygun bir altyapı oluşturabilmesini öngörür."
Eğitim ile iş yaşamı arasındaki ilişkileri anlamanın önemi nedir?,"Eğitim ile iş yaşamı arasındaki ilişkileri anlama, üst eğitim seçenekleri ve ilişkili meslek alanları hakkında bilgilenmeye yardımcı olur."
Okulda rehberlik hizmetleri ile ilgili hangi belgeler bulunmaktadır?,"Okulun rehberlik hizmetleri ile ilgili çerçeve programı, toplantı tutanağı, sınıf dosyaları, etkinlik değerlendirme formları ve faaliyet raporu bulunmaktadır."
Çelişki giderme becerisi nedir?,İki veya daha fazla olay/konu/durum arasındaki tutarsızlığı düzeltme çabasını ifade eder.
Gözlemleme becerisi neyi ifade eder?,Doğal ortamdaki nesne ve olaylara ait özelliklerin duyular aracılığıyla belirlenmesini ifade eder.
Özetleme becerisinin süreç bileşenleri nelerdir?,"Metin/olay/konu/durum ile ilgili çözümleme yapmak, sınıflandırma yapmak ve yorumlamak (kendi cümleleri ile aktarmak) süreç bileşenleridir."
Çözümleme becerisi neyi ifade eder?,Bir bütünü parçalarına ayırarak parçalar arasındaki ilişkileri belirlemeyi ifade eder.
Bilgi toplama becerisinin süreç bileşenleri nelerdir?,"İstenen bilgiye ulaşmak için kullanacağı araçları belirlemek, bilgileri bulmak, doğrulamak ve kaydetmek süreç bileşenleridir."
KB2.7. Karşılaştırma Becerisi nedir?,Birden fazla kavram veya durum arasındaki benzerlik ve farklılıkların belirlenmesini ifade eder.
KB2.8. Sorgulama Becerisi hangi süreci ifade eder?,"Olay/konu/duruma ilişkin farkında olma, anlamlı sorular sorma, bilgi edinme ve bunları değerlendirme sürecini ifade eder."
