soru,cevap
Etik tüketim nasıl bir etki yaratır?,"Etik tüketim, insanların doğa üzerindeki olumsuz etkisini azaltır ve birçok küresel şirketin üretim süreçlerini değiştirmesine yol açar."
Organik tarım ile üretilmiş kahvenin tercih edilmesinin avantajı nedir?,"Organik tarım ile üretilmiş kahvenin tercih edilmesi, doğa üzerindeki baskıyı önemli oranda azaltır."
Adil ticaret ile üretilmiş kahvenin faydası nedir?,"Adil ticaret ile üretilmiş kahve, toplumsal adaletsizliği azaltır ve yerel ekonomileri güçlendirir."
Etik tüketim ile ilgili sertifikasyon ve eko-etiketleme neden önemlidir?,"Sertifikasyon ve eko-etiketleme, etik olarak üretilen ürünlerin saptanmasını kolaylaştırır ve tüketicilere bu ürünleri tercih etme imkanı sunar."
Jevons Paradoksu nedir?,"Jevons Paradoksu, daha verimli yöntemlerin kullanılması sonucunda toplam tüketimin artabileceğini ifade eden bir olgudur."
Geri dönüşüm nedir?,"Geri dönüşüm, üretim veya tüketim süreçleri sonunda ortaya çıkan atıkların tekrar üretimde ve tüketimde kullanılabilir malzeme ve nesnelere dönüştürülmesini ifade eder."
Geri dönüşümün doğaya sağladığı fayda nedir?,"Geri dönüşüm, doğadan bir hammaddenin tekrar çıkarılmasının önüne geçerek doğal kaynakların tükenmesini önler ve doğayı korur."
Geri dönüşüm ile enerji tasarrufu sağlanabilir mi?,"Evet, geri dönüşüm, çıkarılması zor ve pahalı hammaddelerin ekonomik üretim içerisinde kalmasını sağlayarak enerji tasarrufu yapar."
Hangi malzemeler geri dönüşüme konu olabilir?,"Geri dönüşüme konu olan malzemeler arasında cam, kâğıt, karton, metal, plastik, tekstil ve elektronik ürünler bulunur."
Türkiye'nin 2013 yılında geri dönüşüm oranı ne kadardı?,Türkiye'nin 2013 yılında geri dönüşüm oranı %1'dir.
Geri dönüşüm oranı gelişmiş ülkelerde ne durumdadır?,Gelişmiş ülkelerde geri dönüşüm oranı genellikle %50'nin altındadır.
Geri dönüşümün sağlık ve çevre üzerindeki etkileri nelerdir?,"Geri dönüşüm ile sağlık ve çevre sorunları azaltılır, atık depolama sırasında ortaya çıkan seragazı emisyonları ve yeraltı suyu kirlenmesi gibi olumsuz etkiler azalır."
Her malzeme geri dönüştürülebilir mi?,"Hayır, her malzeme geri dönüştürülemez; bir malzemenin geri dönüştürülebilmesi için ilk üretim sürecinde uygun tasarlanması gerekir."
Güneş enerjisi nedir?,"Güneş enerjisi, güneşin çekirdeğinde yer alan füzyon süreci ile açığa çıkan ışıma enerjisi olarak tanımlanıyor."
Hidroelektrik enerji nedir?,"Hidroelektrik, aralarında yükseklik farkı bulunan iki nokta arasında suyun yukarıdan aşağıya olan hareketinde ortaya çıkan enerjinin elektrik üretimi için kullanılması sürecidir."
Hidroelektrik santraller hangi iki tipe ayrılır?,"Hidroelektrik santraller, suyu depolayan barajlı santraller ve suyun kinetik enerjisini kullanan nehir tipi santraller olarak ikiye ayrılır."
Hidroelektrik enerjinin Türkiye'deki geçmişi ne zaman başlamıştır?,Hidroelektrik enerjinin Türkiye'deki geçmişi 20. Yüzyıl başlarına denk gelmektedir.
Türkiye'de ilk elektrik enerjisi üretimi ne zaman gerçekleşmiştir?,Türkiye'de ilk elektrik enerjisi üretimi 1902 yılında Tarsus'ta bir su değirmenine bağlanan 2 KW gücündeki bir dinamodan sağlanmıştır.
Hidroelektrik enerjisi küresel enerji talebinin ne kadarını karşılamaktadır?,"Hidroelektrik enerjisi, küresel birincil enerji talebinin %3,9'unu karşılamaktadır."
Hidroelektrik santrallerin toplam yenilenebilir enerji üretimindeki payı nedir?,Toplam yenilenebilir enerji üretiminin %70'i hidroelektrik santrallere dayalıdır.
Hidroelektrik enerji üretimi hangi faktörlere bağlı olarak değişiklik göstermektedir?,"Hidroelektrik enerji, yağış ve akış parametrelerine bağlı olarak mevsimsel ya da yıllar arasında farklılıklar göstermektedir."
Hidroelektrik santrallerin elektrik üretimindeki payı 2015 yılında ne kadardı?,"Hidroelektrik santrallerin 2015 yılındaki elektrik üretimindeki payı %26,8 düzeyindeydi."
İklim mühendisliği nedir?,"İklim mühendisliği, insan kaynaklı iklim değişikliği ile mücadele amacıyla çevreye bilinçli ve geniş ölçekte müdahale veya manipülasyon anlamına gelir."
İklim mühendisliği çözümleri hangi etkilere sebep olabilir?,İklim mühendisliği çözümleri genellikle kıtasal veya küresel etkilere sebep olabileceği biliniyor.
EUTRACE araştırması neyi vurgulamaktadır?,"EUTRACE araştırması, iklim mühendisliği çözümlerine ümit bağlamamak gerektiğini ve bu çözümlerin net seragazı salımı azaltımlarına alternatif olamayacağını vurgulamaktadır."
İklim mühendisliği uygulamalarının olumsuz sonuçları nelerdir?,Kimi iklim mühendisliği uygulamalarının geri döndürülemez olumsuz sonuçlara yol açma ihtimalleri bulunmaktadır.
İklim mühendisliği çözümlerinin toplumsal etkileri nelerdir?,"Bu çözümler, toplumları 'karbon esaretine' daha da bağlayabilir ve alternatif politikaların gündeme getirilmesini zorlaştırabilir."
Hükümetlerarası İklim Değişikliği Paneli'nin (IPCC) 5. Değerlendirme Raporu'nda ne belirtiliyor?,"Rapor, iklim değişikliğine çözüm bulmak için gerekli seragazı azaltım hızının yetersiz seviyede olduğunu belirtmektedir."
İklim mühendisliği çözümlerinin uygulanması durumunda ne olur?,"Negatif emisyon teknolojilerinin uygulanması, mevcut karbon odaklı sosyoekonomik uygulamaların devamlılığını garanti altına alabilir."
İklim mühendisliği ile ilgili bilimkurgu fikirleri nelerdir?,"Stratosfere sülfür parçacıklı aerosol saçılması, okyanuslardaki karbon tutma miktarının artırılması ve atmosfere ayna yerleştirilmesi gibi fikirler bilimkurgu olarak değerlendirilmektedir."
Sürdürülebilir kalkınma nedir?,"Sürdürülebilir kalkınma, mevcut dünya nüfusunun ihtiyaçlarının sağlık ve çevre üzerinde olumsuz sonuçlar yaratmadan, küresel kaynakları tüketmeden karşılanmasıdır."
Jeotermal enerji nedir?,"Jeotermal enerji, yerkürenin iç ısısının enerji üretimi için kullanılmasını ifade eder."
Jeotermal enerji hangi alanlarda kullanılır?,"Elektrik enerjisi üretimi, merkezi ısıtma ve soğutma, sera ısıtmaları, endüstride proses ısısı temini gibi amaçlarla yararlanılır."
Türkiye'nin ilk jeotermal sondaj kuyusu ne zaman açılmıştır?,Türkiye’nin ilk jeotermal sondaj kuyusu 1960’ların başında açılmıştır.
Jeotermal enerjinin elektrik üretimindeki payı 2015 yılında ne kadardır?,"2015 yılında jeotermal enerjinin elektrik üretimindeki payı %1,3 düzeyindedir."
"Türkiye, jeotermal elektrik enerjisi üretiminde dünya sıralamasında nerede yer alıyor?","Türkiye, elektrik enerjisi üretimi amaçlı jeotermal kurulu gücü listesinde dünyada ilk 10’da yer alıyor."
Jeotermal enerji ile ilgili bilimsel araştırmalar neyi ortaya koyuyor?,"Bilimsel araştırmalar, jeotermal kaynakların elektrik üretiminin yaşam döngüsü emisyonları açısından güneş enerjisi ile benzer seviyede olduğunu ortaya koyuyor."
"Jeotermal enerji, sera gazı emisyonları açısından doğalgaza ve kömüre göre ne kadar emisyona neden oluyor?","Jeotermal enerji doğalgazın onda biri, kömürün ise yirmide biri oranında sera gazı emisyonuna neden oluyor."
"İzlanda, elektrik ihtiyacının ne kadarını jeotermal kaynaklardan elde ediyor?","İzlanda, elektrik ihtiyacının %25’ini, binalarda ısınma ve sıcak su ihtiyacının ise %87’sini jeotermal kaynaklardan elde ediyor."
Kurumsal sosyal sorumluluk (KSS) nedir?,"KSS, işletmelerin sadece üretici ve satıcı olmaktan öte, tüketicilere, müşterilerine, diğer işletmelere, gelecek kuşaklara ve topluma karşı hukuki ve ahlaki yükümlülükleri olan kuruluşlar olduklarını kabul eden kurumsal iletişim pratiklerinden biridir."
KSS hangi alanları kapsar?,"KSS, üretim süreçlerinin olumsuz çevresel etkilerinin azaltılması, işçi haklarına saygı gösterilmesi, cinsel ve toplumsal ayrımcılığa karşı politikaların uygulanması ile mali ve yönetimsel şeffaflığın ve hesap verebilirliğin sağlanması gibi çeşitli alanları kapsar."
KSS'nin en temel taşları nelerdir?,"KSS’nin en temel taşları arasında izleme, ölçümleme ve raporlama süreçleri bulunur."
İşletmelerin KSS stratejilerini nasıl belirlemeleri daha uygundur?,İşletmelerin KSS stratejilerini yasal zorunluluklar sebebiyle değil gönüllü olarak belirlemeleri daha uygundur.
KSS uygulamaları ne zaman daha çok görülmeye başlandı?,1950’lerden itibaren KSS benzeri uygulamalar daha çok görülür oldu.
"KSS, hangi dönemlerde üst düzey bir yönetim kaygısı olarak ortaya çıkmaya başladı?","KSS, 1960’lar ve 1970’lerden itibaren ABD ve Avrupa’da üst düzey bir yönetim kaygısı olarak ortaya çıkmaya başladı."
Günümüzde KSS çalışmaları nasıl yönlendirilmektedir?,"Günümüzde KSS çalışmaları, özellikle BM Küresel İlkeler Sözleşmesi gibi uluslarüstü kurumlar ve ağlar aracılığıyla ve ISO 26000 gibi Sürdürülebilirlik Standartları ile yönlendirilmektedir."
Kurumsal sosyal sorumluluk inancı ne zaman ortaya çıkmıştır?,İşletmelerin sosyal bir sorumluluğa sahip olmaları gerektiği inancı aslında yeni değildir ve 20. yüzyıl başlarında ortaya çıkmıştır.
Organik tarım nedir?,"Organik tarım, sürdürülebilirlik, toprak verimliliği ve biyolojik çeşitliliğin artırılmasını amaçlayan bir tarım sistemidir."
Organik tarımda hangi kimyasallar kullanılmaz?,"Sentetik böcek ilacı, antibiyotik, sentetik gübre, genetiği değiştirilmiş organizmalar ve büyüme hormonları kullanılmaz."
Organik tarımda gübre olarak ne kullanılır?,"Kompost, hayvan gübresi veya kemik unu gibi organik kökenli gübreler kullanılır."
Tarımsal üretim süreci hangi aşamaları içerir?,"Ürün yetiştirilmesi, toplanması, işlenmesi, tasnifi, ambalajlanması, depolanması, taşınması ve tüketiciye ulaştırılması gibi aşamaları içerir."
Organik ürünlerin sertifikasyonu nasıl sağlanır?,"Üretimden tüketiciye gelene kadar geçen aşamaların hiçbirinde sentetik gübre, koruyucu veya kimyasal madde kullanılmamalıdır ve bu süreç bağımsız kuruluşlar tarafından denetlenir."
Organik tarımın çevreye etkileri nelerdir?,Doğaya zarar vermeyen üretim yöntemleri ile insanların doğa üzerindeki olumsuz etkileri azaltılır ve ekosisteme olumlu etkide bulunulur.
Organik tarımın eleştirileri nelerdir?,"Etiketleme ve sertifikasyon masraflarının ürün fiyatını artırması, düşük verim ve daha fazla arazi ihtiyacı gibi eleştiriler vardır."
Organik tarımda hayvancılık nasıl yapılır?,Organik ve doğal yem kullanılarak ve antibiyotik kullanımından kaçınılarak daha kaliteli ve sağlıklı üretim yapılabilir.
Ormanlar dünya çapında toplam arazinin ne kadarını kaplıyor?,Ormanlar dünya çapında toplam arazinin %31’ini kaplıyor.
1990-2000 yılları arasında orman kaybı ne kadar gerçekleşti?,"1990-2000 yılları arasında yılda 8,3 milyon hektar orman kaybı gerçekleşti."
Brezilya Amazonları'nda ormansızlaşma hızı ne zaman %36 arttı?,2012’den itibaren Brezilya Amazonları’nda ormansızlaşma hızı %36 arttı.
REDD+ nedir?,"REDD+, ormansızlaşmadan ve orman bozulumundan kaynaklanan emisyonların azaltımı konularına odaklanan piyasa-temelli bir mekanizmadır."
REDD+ hangi aşamalardan oluşuyor?,"REDD+, ulusal strateji, plan, politika ve tedbirlerin belirlenmesi, kapasite geliştirilmesi ve teknoloji transferi sağlanması, ormansızlaşma karşıtı faaliyetlerin karbon azaltım miktarlarının ölçülmesi, raporlanması ve doğrulanması aşamalarından oluşuyor."
Dünya Bankası’nın Orman Karbon İşbirliği Fonu'nun toplam sermayesi ne kadardır?,Dünya Bankası’nın Orman Karbon İşbirliği Fonu'nun toplam sermayesi 850 milyon ABD dolarıdır.
UN-REDD fonunun 2016-2020 yılları arasında proje finansmanı için ne kadar paraya ihtiyacı olduğu açıklanmıştır?,UN-REDD fonunun 2016-2020 yılları arasında proje finansmanı için 200-300 milyon ABD dolarına ihtiyacı olduğu açıklanmıştır.
"Brezilya, Ağustos 2014-Temmuz 2015 arasındaki dönemde ne kadar orman alanı kaybetti?","Brezilya, Ağustos 2014-Temmuz 2015 arasındaki dönemde 6207 kilometrekare orman alanını kaybetti."
Rüzgar enerjisi nedir?,"Rüzgar enerjisi, rüzgarı oluşturan hava akımının sahip olduğu hareket enerjisi olarak tanımlanır."
Rüzgar enerjisinin kaynağı nedir?,Rüzgar enerjisinin kaynağında güneş enerjisi yatıyor.
"Danimarka, 2015 yılı itibariyle elektrik enerjisi ihtiyacının ne kadarını rüzgar enerjisinden karşılıyor?","Danimarka, 2015 yılı itibariyle elektrik enerjisi ihtiyacının %42’sini rüzgar enerjisinden karşılıyor."
Rüzgar enerjisi maliyetleri 2008-2015 yılları arasında ne kadar azalmıştır?,Rüzgar enerjisi maliyetleri üçte bir oranında azaldı.
Türkiye'de rüzgar enerjisinin elektrik üretimindeki payı ne kadardır?,"Elektrik üretiminde rüzgarın payı son 10 yılda sıfırdan %4,5’a kadar yükseldi."
Türkiye'nin 2023 yılı için rüzgar enerjisi kurulu gücü hedefi nedir?,Türkiye’de rüzgar enerjisi kurulu gücünün 2023 yılında 20.000 MW’a ulaşması hedefleniyor.
Rüzgar enerjisi yatırımlarının %60’ından fazlası nerelerde gerçekleştirilmektedir?,Söz konusu yatırımların %60’ından fazlası gelişmekte olan ekonomilerde gerçekleştirildi.
"WWF-Türkiye ve Bloomberg New Energy Finance'in yaptığı çalışmaya göre, 2030 yılında rüzgar enerjisinin elektrik üretimindeki payı ne kadar olabilir?",2030 yılında rüzgar enerjisinin elektrik üretimindeki payının herhangi bir ek maliyete neden olmadan %17 seviyelerine çıkabileceğini gösteriyor.
Sosyal inovasyon nedir?,"Sosyal inovasyonlar, sosyal bir ihtiyaca mevcut çözümlerden daha iyi bir şekilde cevap veren, toplulukların yeteneklerini geliştirerek sosyal, ekonomik ve çevresel kaynakların daha verimli kullanılmasını sağlayan yeni çözümlerdir."
Sosyal inovasyonlar hangi aktörler tarafından hayata geçirilebilir?,"Sosyal inovasyonlar, çeşitli topluluklar, formel ya da enformel ağlar, STK’lar, hayır kurumları, hükümetler, işletmeler, akademisyenler, vatandaşlar veya hayırseverler gibi çok çeşitli aktörler ve paydaşlar tarafından hayata geçirilebilir."
Sosyal inovasyonların gelişim şekli nasıldır?,"Sosyal inovasyonlar, tepeden inme olmayan, daha çok dipten yukarıya doğru gelişen, çoğu zaman yerel ölçekte ademi-merkeziyetçi bir şekilde başlayan süreçlerdir."
Eko-inovasyon nedir?,"Eko-inovasyon, sürdürülebilir kalkınmaya katkıda bulunan ve yenilenebilir enerji, geri dönüşüm, atık su arıtımı gibi çevresel yenilikler içeren ürünler ve süreçlerdir."
Çevresel inovasyonların etkili olabilmesi için ne gereklidir?,"Çevresel inovasyonların etkili olabilmesi için önerilen yeniliğin kültürel ve sosyal kabulünün sağlanması ve insanların, toplulukların harekete geçmesi gereklidir."
Sosyal inovasyonların tabandan yukarı yayılma özellikleri nedir?,"Sosyal inovasyonlar, başlangıçta nispeten küçük sosyal gruplar tarafından uygulanmaya çalışılan deneyler ile başlar ve bu deneyler başarılı olursa diğer topluluklar tarafından da adapte edilebilir."
Sosyal inovasyonlar hangi sorunlarla mücadele edebilir?,"Sosyal inovasyonlar, atık sorunları, hava kirliliği, ekosistem hizmetlerinin bozulması, iklim değişikliği gibi çevresel etkilerle mücadele edebilir."
Yerel topluluklar tarafından işletilen yenilenebilir enerji koopera-tifleri neyi sağlar?,"Yerel topluluklar tarafından işletilen yenilenebilir enerji koopera-tifleri, iklim değişikliğine çözüm olarak sosyal ve çevresel inovasyonun bir örneği olarak sunulabilir."
Sürdürülebilirliğin finansmanı neden önemlidir?,"Sürdürülebilirliğin finansmanı, ekonomik, sosyal ve çevresel boyutların bir arada ele alınması gerektiği için önemlidir. Bu finansman, iklim değişikliği gibi küresel krizlerle mücadele etmek ve gelir adaletsizliğini azaltmak için gereklidir."
Temiz üretim nedir?,"Temiz üretim, sanayi işletmelerinde çevresel etkilerin azaltılması ve ürün ile süreç verimliliğinin artırılması amacıyla kaynak verimli bir yaklaşım olarak tanımlanır."
Toplum-temelli uyum yaklaşımının amacı nedir?,"Toplum-temelli uyum yaklaşımı, yerel toplulukların dayanıklılığını artırmayı hedefler."
Toplum-temelli uyum uygulamaları hangi aşamada başlar?,"Toplum-temelli uyum uygulamaları, topluluğun iklim değişikliği etkilerine karşı en etkilenebilir ve en kırılgan olan faaliyetlerinin tespit edilmesiyle başlar."
Başarılı bir toplum-temelli uyum stratejisinin gereklilikleri nelerdir?,"Kapsayıcı bilgi yönetimi, kurumsal reformlar ve kapasite geliştirilmesi gibi gereklilikler vardır."
Toplum-temelli uyumda bilgi yönetimi nasıl sağlanır?,Toplum-temelli bir izleme/takip sistemi ile teknolojik sistemlerin entegre edilmesiyle sağlanır.
Kurumsal reformların amacı nedir?,"Kurumsal reformlar, yerel halkın önceliklerini hesaba katarak mevcut ihtiyaçlara cevap verecek şekilde kurumların yeniden tasarlanmasını sağlar."
Kapasite geliştirilmesi neyi ifade eder?,"Kapasite geliştirilmesi, katılımcı süreçlerle iklim değişikliğinin etkilerine dair yerelde kapsamlı bilgi birikimi oluşturulmasını ifade eder."
Toplum-temelli uyum yaklaşımı hangi konuları içerir?,"Toplum-temelli uyum, iklim, kalkınma ve afet konularını içerir."
Toplum-temelli uyumun 4 ana ekseni nelerdir?,"İklim-dirençli yaşam birimleri, afet riski azaltımı, yerel uyum ve örgütlenme kapasitesi, etkilenebilirliğin kökenlerine müdahale."
Sürdürülebilir ulaşım nedir?,"Sürdürülebilir ulaşım, kirlilik, trafik sıkışıklığı ve enerji tüketiminin asgari düzeyde tutulduğu, çevreye duyarlı bir ulaşım planlamasının hayata geçirilmesi olarak tanımlanıyor."
Ulaşım sektörünün enerji kaynaklı sera gazı emisyonlarındaki payı nedir?,Enerji kaynaklı sera gazı emisyonlarının %23’ü ulaşımdan kaynaklanıyor.
Birleşmiş Milletler sürdürülebilir ulaşımı nasıl tanımlıyor?,"Birleşmiş Milletler, sürdürülebilir ulaşımı insanların ve malların hareketliliği için gerekli hizmetlerin, bu neslin ve gelecek nesillerin ekonomik ve sosyal gelişmişlik düzeyini ileri taşıyacak, güvenli, etkin, erişilebilir, düşük maliyetli, karbon ve diğer emisyonlar ile çevresel etkilerin asgariye indirildiği bir şekilde sağlanması olarak tanımlıyor."
Sürdürülebilir ulaşımın Sürdürülebilir Kalkınma Hedefleri ile ilişkisi nedir?,Sürdürülebilir ulaşımın 17 Sürdürülebilir Kalkınma Hedefi’nden yedisini destekleyeceği öngörülüyor.
Ulaşım altyapısının önemi nedir?,Ulaşım altyapısı on yıllar boyunca kullanılabilen temel yatırımlardan biridir ve merkezi ile yerel yönetimler tarafından alınan altyapı yatırım kararlarının etkileri nesiller boyunca devam ediyor.
Birleşmiş Milletler'e göre sürdürülebilir ulaşım uygulamaları ile ne sağlanabilir?,"Sürdürülebilir ulaşım uygulamaları ile yol güvenliğini artırıp hava kirliliğini azaltarak yüzbinlerce hayatı kurtarmak, karbon emisyonlarını 7 gigaton seviyesine düşürmek mümkün."
Bogota'da bisiklet yolları için yapılan yatırım ne kadardır?,Bogota’da bisiklet yollarının yapım ve bakımı ile eğitim faaliyetleri için 10 yıllık bir dönemde toplam 178 milyon ABD Doları tutarında bir yatırım gerçekleştirilmiştir.
Sürdürülebilir ulaşım için gerekli toplam yatırım tutarı nedir?,Bu dönüşüm için gerekli olan toplam yatırım tutarı 2 trilyon ABD Doları.
Yenilenebilir enerji nedir?,"Yenilenebilir enerji, sürekli devam eden doğal süreçlerdeki var olan enerji akışından elde edilen enerji olarak tanımlanabilir."
Yenilenebilir enerji kaynakları nelerdir?,"Biyoenerji, güneş enerjisi, jeotermal enerji, hidrolik enerji, okyanus enerjisi ve rüzgar enerjisi olarak sıralanabilir."
Yenilenebilir enerjinin iklim değişikliği üzerindeki önemi nedir?,"Yenilenebilir enerjinin sürdürülebilirlik konusundaki temel önemi, fosil yakıt bağımlılığından kurtuluş yolu olmasıdır."
2014 yılında küresel nihai enerji tüketiminin ne kadarı yenilenebilir kaynaklardan karşılandı?,"2014 yılında küresel nihai enerji tüketiminin %19,2’si yenilenebilir kaynaklardan karşılandı."
Türkiye'de 2015 yılında elektrik üretiminin ne kadarı yenilenebilir kaynaklardan sağlandı?,"Türkiye'de 2015 yılında elektrik üretiminin %31,5’i yenilenebilir kaynaklardan sağlandı."
Türkiye'nin 2023 yılı için yenilenebilir enerji hedefi nedir?,"Türkiye’nin yenilenebilir enerjiye dair resmi hedefi, 2023 yılında yenilenebilir enerjinin elektrik üretimindeki payının %30 düzeyinde seyretmesidir."
Hidroelektriğin yenilenebilir enerjiden elektrik üretimindeki payı nedir?,Yenilenebilir enerjiden elektrik üretiminde hidroelektriğin payı %70'tir.
Rüzgar enerjisinin elektrik üretimindeki payı ne kadar artmıştır?,"Rüzgar enerjisinin toplam elektrik üretimindeki payı son 10 yıl içerisinde %1'den %4,4’e yükselmiştir."
Binalar küresel enerji kullanımının ne kadarından sorumludur?,%32’sinden
Yeşil binalar hangi standartlara uygun olarak tasarlanır?,Çevresel etkilerine göre değerlendiren standartlara
Yeşil binaların ortak noktaları nelerdir?,"Kaynak verimliliği, düşük karbon veya karbon nötr yaklaşımının benimsenmesi"
BREEAM hangi ülkede geliştirilmiştir?,İngiltere
Karbon nötr terimi neyi ifade eder?,Bir binanın saldığı seragazlarının azaltılması ve/veya denkleştirilmesini
Türkiye'de binalarda enerji ve seragazı salım performansları hangi mevzuatla izlenmeye başlanmıştır?,Binalarda Enerji Performansı Yönetmeliği
Karbon nötr tanımı yapılırken hangi unsurlar önemlidir?,Sistem sınırlarının şeffaf bir şekilde belirlenmesi ve ölçüm/hesaplamaların doğrulanması
Yeşil binalar nasıl denetlenir?,Yeşil bina etütleri ile denetlenir ve objektif kriterlere göre sertifikalandırılır
Yeşil ekonomi nedir?,"Yeşil ekonomi, ekonomik büyüme ve kalkınma için sürdürülebilir kalkınma ile tutarlı bir şekilde, ekonomik, çevresel ve sosyal refahın eş zamanlı olarak geliştirilmesini öngören bir yaklaşımdır."
Yeşil ekonominin ana amacı nedir?,"Yeşil bir ekonomiye geçişin ana amacı, çevre kalitesini ve toplumsal kapsayıcılığı artırırken, ekonomik büyümenin ve yatırımların devamını sağlamaktır."
Kahverengi ekonomi nedir?,"Kahverengi ekonomi, fosil yakıta dayalı mevcut ekonomik sistemi tanımlamak için kullanılan bir terimdir ve toplumsal marjinalleşmeye, çevresel bozulmaya ve kaynakların tükenmesine yol açtığı düşünülmektedir."
Yeşil ekonomi nasıl bir ekonomik modeldir?,"Yeşil ekonomi, düşük karbonlu, kaynak verimli ve toplumsal açıdan kapsayıcı bir ekonomidir."
Yeşil ekonomi hangi unsurları dikkate almalıdır?,"Yeşil ekonomi, kirlilik, kaynak tükenmesi, azalan ekosistem hizmetleri ve doğal sermaye kaybı gibi unsurları ekonomik performansın temel göstergesi olarak dikkate almalıdır."
Yeşil ekonomi sürdürülebilir kalkınma hedefleri ile nasıl ilişkilidir?,"Yeşil ekonomi, Sürdürülebilir Kalkınma Hedeflerinin insan yaşam kalitesini artırdığını kabul eder ve çevresel sorunların ortadan kaldırılmasına odaklanmaz."
Yeşil ekonominin temel prensiplerinden biri nedir?,"Yeşil ekonomi, sınırlı bir dünyada sınırsız ekonomik büyümenin mümkün olmadığını savunur ve doğal kaynakları koruyarak ekonomik büyümenin sürdürülebilir olabileceğini öne sürer."
UNEP yeşil ekonomiyi nasıl tanımlıyor?,"UNEP, yeşil ekonomiyi, çevresel riskler ve ekolojik kıtlıklar önemli ölçüde azalırken, insan refahının ve sosyal eşitlik düzeyinin artması ile sonuçlanan bir ekonomi olarak tanımlamaktadır."
Yeşil iş nedir?,"Yeşil iş, faaliyetlerinde çevresel sürdürülebilirlik ilkelerine bağlı, yenilenebilir enerji kaynakları kullanmaya çalışan ve faaliyetlerinin olumsuz çevresel etkilerini en aza indirmeye çalışan işletmeleri tanımlar."
Yeşil bir işletmenin benimsemesi gereken ilkeler nelerdir?,"Yeşil bir işletme, sürdürülebilirlik ilkelerini benimsemeli, üçlü bilanço hesabı yaklaşımını uygulamalı, sosyal girişimciliğiyle öne çıkmalı, kurumsal sosyal sorumluluk ilkelerini benimsemeli ve etik yatırımlar yapmalıdır."
Yeşil iş pratiklerine örnekler nelerdir?,"Doğada çözünebilir ambalaj kullanımı, enerji tasarrufu, eko-etiketleme, yeşil bina, doğa dostu temizlik malzemeleri kullanımı, daha az kâğıt kullanma, geri dönüşüm gibi uygulamalar yeşil iş pratiklerine örnek gösterilebilir."
Yeşil iş modelini benimsemenin itici güçleri nelerdir?,"Tüketiciler, hükümetler ve işletmenin kâr elde etme güdüsü yeşil iş modelini benimsemenin itici güçleridir."
İşletmeler yeşil iş modelini benimseyerek ne gibi avantajlar elde edebilir?,"Gelir artışı, maliyet tasarrufu ve şirketin değer kazanması gibi üç temel avantajdan faydalanabilirler."
Yeşil iş uygulamaları işyerlerini nasıl etkiler?,"Yeşil iş uygulamaları işyerlerini daha sağlıklı ve güvenli hale getirir, çalışanların hastalanmasından kaynaklı harcamaları azaltır ve iş verimliliğini artırır."
Yeşil iş kavramı ne kadar yenidir?,Yeşil iş kavramı oldukça yeni bir kavramdır ve yeni yeni işletmelerin gündemine girmektedir.
İşletmeler neden yeşil iş modelini benimsemekte tereddüt ediyorlardı?,İlk başta yeşil ve sürdürülebilir uygulamaları benimsemenin ek maliyet getireceğinden ve rekabet gücünü azaltacağından korkuluyordu.
Agroekoloji nedir?,"Agroekoloji, tarımsal alanların ekosistemler olarak düşünüldüğü ve tarımın ekolojik etkilerinin dikkate alındığı üretim biçimidir."
Agroekolojinin savunduğu tarım yöntemleri nelerdir?,"Agroekolojik tarım yöntemleri, ürün çeşitliliğinin artırılmasını, kimyasal girdilerin azaltılmasını ve karar alma biçimlerinin demokratikleştirilmesini savunur."
Agroekolojinin iklim değişikliği ile mücadelesindeki rolü nedir?,"Agroekoloji, emek yoğun olduğu ve az fosil yakıt, enerji ve yapay gübre kullanımı gerektirdiği için insan kaynaklı iklim değişikliği ile mücadeleye katkı sağlar."
La Via Campesina nedir?,"La Via Campesina, 4 kıtada 73 ülkede 164 yerel ve ulusal üyesi olan dünyanın en geniş katılımlı tarımsal bir küçük üretici hareketidir."
La Via Campesina'nın temel amacı nedir?,"La Via Campesina, agroekoloji ve bilge çiftçi tarımıyla gezegenin sınırlarının korunması ve tüm canlıların refahının sağlanması fikrini savunur."
Agroekolojinin çevresel baskı altında endüstriyel tarımla karşılaştırması nasıldır?,Mevcut veriler agroekoloji yaklaşımının çevresel baskı altında bile toplam çıktı olarak endüstriyel tarımla boy ölçüşebileceğini göstermektedir.
Agroekoloji gıda kooperatiflerini nasıl destekler?,"Agroekoloji, gıda kooperatifleri ve üretici-tüketici ağları yoluyla gıdanın yerelleşmesini savunmaktadır."
Agroekolojinin biyoçeşitlilik üzerindeki etkisi nedir?,"Agroekoloji, biyoçeşitlilik kaybının engellenmesini savunur."
Dayanıklılık kavramı neyi ifade eder?,"Dayanıklılık, bireyler, ekosistemler, kent değişiklikleri veya tüm ekonomi düzeyinde değişim ve şoklarla başa çıkabilme kapasitesidir."
B-Corps nedir?,"B-Corps, kâr etme amacını her şeyin üstünde tutan ve çevresel ile sosyal etkilerini dışsallaştıran şirketlerin aksine, şeffaflık, hesap verebilirlik ve sürdürülebilirlik ilkelerine göre toplum ve gezegen için artı değer yaratan şirketlerdir."
B-Corps'ların temel özellikleri nelerdir?,"B-Corps'lar, önceden tanımlanmış performans standartlarına uymayı kabul eder, bu standartları içselleştirir ve şeffaf bir şekilde paylaşırlar."
